customerid,last_purchase_date,frequency,monetary,recency,r_score,f_score,m_score,segment
15398.0,2011-11-23 16:47:00,2,1345.53,16,2,3,2,At-risk customers
15399.0,2011-12-08 13:04:00,3,815.77,1,1,3,3,Regular customers
15400.0,2011-09-08 13:57:00,5,716.2,92,4,2,3,New customers
15402.0,2011-07-14 12:17:00,2,626.77,149,4,3,3,Regular customers
15405.0,2011-06-03 14:44:00,1,349.1,189,5,5,4,High-value customers
15406.0,2011-11-08 13:22:00,2,510.71000000000004,31,2,3,3,Regular customers
15407.0,2011-11-06 11:55:00,4,1056.44,34,3,2,2,Inactive customers
15408.0,2011-03-20 15:02:00,1,267.18,264,5,5,4,High-value customers
15410.0,2011-09-16 14:47:00,8,3450.84,84,4,1,1,New customers
15411.0,2011-11-13 15:19:00,4,1358.88,26,2,2,2,At-risk customers
15412.0,2011-06-21 15:24:00,1,190.53,171,4,5,5,High-value customers
15414.0,2011-11-30 09:50:00,3,774.9000000000001,10,1,3,3,Regular customers
15415.0,2011-01-30 14:13:00,1,572.8100000000001,313,5,5,3,Loyal customers
15416.0,2011-10-06 09:38:00,4,3984.32,65,3,2,1,Inactive customers
15417.0,2011-09-15 15:26:00,1,508.8,85,4,5,3,Loyal customers
15419.0,2011-11-15 09:23:00,1,135.86,25,2,5,5,Regular customers
15421.0,2011-10-12 09:20:00,4,950.36,59,3,2,2,Inactive customers
15422.0,2011-01-20 16:17:00,2,97.7,323,5,3,5,Regular customers
15423.0,2011-11-01 14:01:00,1,43.5,38,3,5,5,Regular customers
15424.0,2011-03-30 13:02:00,2,383.34,254,5,3,4,Regular customers
15426.0,2011-11-20 15:36:00,5,1447.39,19,2,2,2,At-risk customers
15427.0,2011-11-06 14:29:00,3,1483.14,33,3,3,2,Inactive customers
15428.0,2011-11-24 16:54:00,1,93.78,15,2,5,5,Regular customers
15429.0,2011-11-13 12:28:00,2,397.35,27,2,3,4,Regular customers
15432.0,2011-11-16 16:30:00,1,171.19,23,2,5,5,Regular customers
15433.0,2011-05-10 10:45:00,2,533.3,214,5,3,3,Regular customers
15434.0,2011-12-01 13:33:00,5,1041.48,8,1,2,2,At-risk customers
15435.0,2011-11-17 16:39:00,1,149.29,22,2,5,5,Regular customers
15436.0,2011-11-27 16:05:00,3,1122.53,12,1,3,2,At-risk customers
15437.0,2011-03-22 13:11:00,1,200.16,262,5,5,5,High-value customers
15438.0,2011-07-31 14:19:00,1,156.57999999999998,131,4,5,5,High-value customers
15440.0,2011-10-16 12:16:00,3,383.68,55,3,3,4,Regular customers
15442.0,2011-04-05 12:24:00,1,594.0,249,5,5,3,Loyal customers
15443.0,2011-12-08 10:40:00,7,3236.91,2,1,1,1,Inactive customers
15444.0,2011-11-30 17:37:00,2,1418.26,9,1,3,2,At-risk customers
15445.0,2011-03-20 15:06:00,1,113.5,264,5,5,5,High-value customers
15447.0,2011-01-13 11:26:00,1,155.17,331,5,5,5,High-value customers
15448.0,2011-01-31 10:42:00,1,494.64,313,5,5,3,Loyal customers
15449.0,2011-11-13 15:02:00,3,974.52,26,2,3,2,At-risk customers
15450.0,2011-11-09 17:11:00,1,429.84,30,2,5,4,Regular customers
15452.0,2011-11-10 12:13:00,3,538.73,30,2,3,3,Regular customers
15453.0,2011-12-08 10:59:00,7,1388.37,2,1,1,2,Inactive customers
15454.0,2010-12-12 14:21:00,1,179.1,362,5,5,5,High-value customers
15456.0,2011-03-01 13:51:00,3,447.22,283,5,3,4,Regular customers
15457.0,2011-03-22 15:31:00,1,237.07,262,5,5,5,High-value customers
15458.0,2011-11-14 13:08:00,1,161.64,25,2,5,5,Regular customers
15460.0,2010-12-20 16:08:00,1,216.76,354,5,5,5,High-value customers
15462.0,2011-09-06 13:11:00,3,234.6,94,4,3,5,Regular customers
15463.0,2011-11-10 12:57:00,1,126.14,29,2,5,5,Regular customers
15464.0,2011-01-05 15:56:00,1,1048.85,338,5,5,2,Loyal customers
15465.0,2011-11-20 10:11:00,18,7354.62,20,2,1,1,Inactive customers
15466.0,2011-09-15 14:08:00,1,334.53,85,4,5,4,High-value customers
15467.0,2011-11-30 14:17:00,3,524.88,9,1,3,3,Regular customers
15468.0,2011-10-19 13:49:00,2,467.51,51,3,3,4,Regular customers
15469.0,2011-10-20 16:21:00,2,538.55,50,3,3,3,Regular customers
15471.0,2011-12-07 14:12:00,1,469.48,2,1,5,4,Regular customers
15472.0,2011-08-18 15:17:00,1,371.56,113,4,5,4,High-value customers
15473.0,2011-11-25 15:15:00,7,1771.2,14,2,1,2,Inactive customers
15475.0,2011-09-23 15:20:00,1,454.10999999999996,77,4,5,4,High-value customers
15478.0,2011-10-30 14:19:00,2,1441.42,40,3,3,2,Inactive customers
15480.0,2011-08-15 14:32:00,1,905.5,116,4,5,3,Loyal customers
15482.0,2011-11-24 10:46:00,12,11054.96,16,2,1,1,Inactive customers
15483.0,2011-07-01 13:07:00,4,233.81,161,4,2,5,New customers
15484.0,2011-12-08 15:03:00,4,3594.31,1,1,2,1,At-risk customers
15485.0,2011-11-09 14:31:00,3,2575.0,30,2,3,1,At-risk customers
15488.0,2011-09-08 10:11:00,1,91.32000000000001,93,4,5,5,High-value customers
15489.0,2011-11-17 08:53:00,3,1134.28,23,2,3,2,At-risk customers
15491.0,2011-09-05 15:56:00,6,3100.09,95,4,1,1,New customers
15492.0,2011-11-11 14:53:00,2,659.4599999999999,28,2,3,3,Regular customers
15493.0,2011-11-07 12:04:00,5,2001.8,33,3,2,2,Inactive customers
15494.0,2011-11-18 14:51:00,2,1299.23,21,2,3,2,At-risk customers
15497.0,2011-11-22 11:51:00,2,1262.2,18,2,3,2,At-risk customers
15498.0,2011-12-07 12:48:00,27,13316.4,3,1,1,1,Inactive customers
15500.0,2011-12-01 13:47:00,4,1131.56,8,1,2,2,At-risk customers
15502.0,2011-11-24 12:48:00,12,10384.93,16,2,1,1,Inactive customers
15503.0,2010-12-12 10:57:00,1,147.09,363,5,5,5,High-value customers
15504.0,2011-09-19 13:45:00,1,52.83,81,4,5,5,High-value customers
15505.0,2011-10-18 07:56:00,5,3610.96,53,3,2,1,Inactive customers
15506.0,2011-11-17 12:11:00,3,979.26,23,2,3,2,At-risk customers
15507.0,2011-06-21 11:19:00,1,492.36,172,4,5,3,Loyal customers
15508.0,2011-06-03 15:43:00,6,1000.27,189,5,1,2,New customers
15510.0,2011-01-13 12:10:00,1,250.0,331,5,5,5,High-value customers
15511.0,2011-11-28 09:43:00,5,909.23,12,1,2,3,At-risk customers
15512.0,2011-07-07 10:20:00,2,121.0,156,4,3,5,Regular customers
15513.0,2011-11-06 14:36:00,19,14758.220000000001,33,3,1,1,Inactive customers
15514.0,2011-11-27 14:40:00,11,4139.46,12,1,1,1,Inactive customers
15516.0,2011-10-26 10:51:00,3,62.43,45,3,3,5,Regular customers
15517.0,2011-04-20 14:02:00,1,267.03,233,5,5,4,High-value customers
15518.0,2011-10-06 13:05:00,8,1942.45,64,3,1,2,Inactive customers
15520.0,2011-12-08 10:58:00,1,343.5,2,1,5,4,Regular customers
15521.0,2011-10-30 13:42:00,8,3000.2,40,3,1,1,Inactive customers
15522.0,2011-11-07 11:26:00,2,398.84,33,3,3,4,Regular customers
15523.0,2011-09-16 16:29:00,1,412.01000000000005,84,4,5,4,High-value customers
15524.0,2011-11-15 12:09:00,1,440.0,25,2,5,4,Regular customers
15525.0,2011-12-07 14:43:00,3,825.92,2,1,3,3,Regular customers
15526.0,2011-11-06 15:04:00,2,148.44,33,3,3,5,Regular customers
15527.0,2011-11-21 12:17:00,8,2429.78,19,2,1,1,Inactive customers
15528.0,2011-03-30 16:14:00,1,229.33,254,5,5,5,High-value customers
15529.0,2011-11-17 11:29:00,11,3995.23,23,2,1,1,Inactive customers
15530.0,2011-11-18 12:25:00,4,1502.35,22,2,2,2,At-risk customers
15531.0,2011-12-01 18:43:00,2,2007.44,8,1,3,2,At-risk customers
15532.0,2011-11-14 14:51:00,4,1580.93,25,2,2,2,At-risk customers
15533.0,2011-11-20 15:35:00,3,807.57,19,2,3,3,Regular customers
15535.0,2011-06-19 16:02:00,4,536.4,173,4,2,3,New customers
15537.0,2011-06-29 13:10:00,1,110.92,163,4,5,5,High-value customers
15539.0,2011-12-02 13:36:00,1,538.46,7,1,5,3,Regular customers
15540.0,2011-11-28 13:51:00,1,213.3,11,1,5,5,Regular customers
15541.0,2011-08-17 14:58:00,1,85.13000000000001,114,4,5,5,High-value customers
15543.0,2011-02-24 15:26:00,1,127.86,288,5,5,5,High-value customers
15544.0,2011-11-30 16:43:00,9,3546.71,9,1,1,1,Inactive customers
15545.0,2011-10-16 13:24:00,2,292.71999999999997,54,3,3,4,Regular customers
15547.0,2011-12-02 12:52:00,14,4954.84,7,1,1,1,Inactive customers
15549.0,2011-09-23 16:22:00,3,1693.26,77,4,3,2,Inactive customers
15550.0,2011-12-05 15:38:00,4,575.63,4,1,2,3,At-risk customers
15551.0,2011-11-03 12:37:00,1,436.06,37,3,5,4,Regular customers
15552.0,2011-05-06 14:47:00,1,90.12,217,5,5,5,High-value customers
15553.0,2011-10-10 14:02:00,1,437.23,60,3,5,4,Regular customers
15554.0,2011-03-07 09:00:00,1,217.2,278,5,5,5,High-value customers
15555.0,2011-11-27 16:19:00,16,4805.17,12,1,1,1,Inactive customers
15556.0,2011-11-15 16:08:00,1,279.77,24,2,5,4,Regular customers
15557.0,2011-11-11 12:46:00,1,473.65000000000003,29,2,5,4,Regular customers
15561.0,2011-11-28 11:07:00,4,800.59,12,1,2,3,At-risk customers
15562.0,2010-12-23 09:55:00,1,134.55,352,5,5,5,High-value customers
15563.0,2011-11-17 14:50:00,4,1400.44,22,2,2,2,At-risk customers
15565.0,2011-10-20 14:33:00,2,173.16,50,3,3,5,Regular customers
15567.0,2011-11-21 10:48:00,1,186.01,19,2,5,5,Regular customers
15568.0,2011-12-07 11:27:00,3,758.29,3,1,3,3,Regular customers
15569.0,2011-08-28 10:15:00,5,1375.71,104,4,2,2,New customers
15570.0,2011-12-02 14:47:00,12,4165.52,7,1,1,1,Inactive customers
15571.0,2011-11-28 10:02:00,4,650.4300000000001,12,1,2,3,At-risk customers
15572.0,2011-12-05 10:09:00,7,2552.86,5,1,1,1,Inactive customers
15573.0,2011-11-08 11:38:00,2,607.45,32,2,3,3,Regular customers
15574.0,2011-06-15 12:01:00,4,702.25,178,4,2,3,New customers
15576.0,2011-11-02 12:03:00,1,940.6700000000001,38,3,5,3,Regular customers
15577.0,2011-07-11 17:03:00,3,258.88,151,4,3,4,Regular customers
15578.0,2011-06-30 13:03:00,1,127.1,162,4,5,5,High-value customers
15579.0,2011-10-02 12:45:00,2,348.6,69,3,3,4,Regular customers
15581.0,2011-08-11 09:38:00,13,3679.9700000000003,121,4,1,1,New customers
15582.0,2011-11-15 09:55:00,3,682.9100000000001,25,2,3,3,Regular customers
15584.0,2011-11-16 10:55:00,4,725.11,24,2,2,3,At-risk customers
15585.0,2011-06-16 08:38:00,1,455.3,177,4,5,4,High-value customers
15587.0,2011-10-20 13:37:00,4,913.6800000000001,50,3,2,3,Inactive customers
15589.0,2011-03-29 09:54:00,3,478.53000000000003,256,5,3,4,Regular customers
15592.0,2011-10-24 08:59:00,1,388.58,47,3,5,4,Regular customers
15593.0,2011-09-30 11:46:00,1,199.8,71,3,5,5,Regular customers
15594.0,2011-11-24 08:53:00,5,1771.78,16,2,2,2,At-risk customers
15596.0,2011-08-31 10:55:00,5,1406.59,101,4,2,2,New customers
15597.0,2011-11-04 13:26:00,1,324.57,35,3,5,4,Regular customers
15598.0,2011-10-17 16:04:00,1,240.68,53,3,5,5,Regular customers
15599.0,2011-11-13 11:44:00,2,761.74,27,2,3,3,Regular customers
15601.0,2011-11-28 15:15:00,14,6776.56,11,1,1,1,Inactive customers
15602.0,2011-12-01 14:14:00,9,1297.8700000000001,8,1,1,2,Inactive customers
15603.0,2011-09-22 10:04:00,1,48.480000000000004,79,4,5,5,High-value customers
15604.0,2011-10-18 14:47:00,1,216.39,52,3,5,5,Regular customers
15605.0,2011-11-03 14:17:00,5,1198.23,36,3,2,2,Inactive customers
15606.0,2011-10-09 15:47:00,9,2920.16,61,3,1,1,Inactive customers
15607.0,2011-01-07 12:44:00,1,104.76,337,5,5,5,High-value customers
15608.0,2011-11-11 13:20:00,4,1093.68,28,2,2,2,At-risk customers
15609.0,2011-06-08 13:00:00,1,298.48,184,5,5,4,High-value customers
15610.0,2011-10-19 10:36:00,1,112.46000000000001,52,3,5,5,Regular customers
15611.0,2011-11-30 12:36:00,13,1591.45,10,1,1,2,Inactive customers
15612.0,2011-11-03 14:52:00,2,195.15,36,3,3,5,Regular customers
15615.0,2011-11-29 14:42:00,23,10399.74,10,1,1,1,Inactive customers
15618.0,2011-11-07 08:34:00,4,776.851,33,3,2,3,Inactive customers
15619.0,2011-11-29 08:14:00,1,336.40000000000003,11,1,5,4,Regular customers
15620.0,2011-10-14 12:41:00,3,1553.18,57,3,3,2,Inactive customers
15621.0,2011-12-05 14:01:00,4,1293.03,4,1,2,2,At-risk customers
15622.0,2011-10-27 16:44:00,9,3709.56,43,3,1,1,Inactive customers
15623.0,2011-07-21 17:26:00,1,301.03,141,4,5,4,High-value customers
15624.0,2011-08-15 11:38:00,4,588.13,117,4,2,3,New customers
15625.0,2011-08-28 10:21:00,4,1534.26,104,4,2,2,New customers
15626.0,2011-09-26 10:03:00,2,675.8,75,4,3,3,Regular customers
15628.0,2011-12-05 10:24:00,9,2870.2400000000002,5,1,1,1,Inactive customers
15630.0,2011-10-25 15:36:00,2,1186.35,45,3,3,2,Inactive customers
15632.0,2011-11-24 09:51:00,8,3285.31,16,2,1,1,Inactive customers
15634.0,2011-11-22 16:28:00,1,243.55,17,2,5,5,Regular customers
15636.0,2011-09-11 11:17:00,2,724.76,90,4,3,3,Regular customers
15637.0,2011-10-18 08:28:00,1,223.36,53,3,5,5,Regular customers
15639.0,2011-07-28 14:30:00,1,425.32,134,4,5,4,High-value customers
15640.0,2011-12-05 14:35:00,15,12515.66,4,1,1,1,Inactive customers
15641.0,2011-08-26 14:04:00,4,1887.2,105,4,2,2,New customers
15643.0,2011-06-01 07:38:00,3,664.0,192,5,3,3,Regular customers
15644.0,2011-06-26 14:54:00,4,813.0,166,4,2,3,New customers
15645.0,2011-11-21 11:55:00,1,612.01,19,2,5,3,Regular customers
15646.0,2011-07-05 09:53:00,3,447.64000000000004,158,4,3,4,Regular customers
15648.0,2011-05-19 15:53:00,2,657.35,204,5,3,3,Regular customers
15649.0,2011-01-07 13:34:00,2,816.0,336,5,3,3,Regular customers
15651.0,2011-11-03 08:41:00,3,646.3,37,3,3,3,Regular customers
15652.0,2011-09-09 14:22:00,1,337.74,91,4,5,4,High-value customers
15653.0,2011-09-08 10:49:00,2,877.4399999999999,93,4,3,3,Regular customers
15654.0,2011-11-30 13:08:00,2,922.53,9,1,3,3,Regular customers
15655.0,2011-04-10 15:25:00,1,560.67,243,5,5,3,Loyal customers
15656.0,2011-10-25 14:56:00,4,748.5,45,3,2,3,Inactive customers
15657.0,2011-11-17 12:19:00,1,30.0,23,2,5,5,Regular customers
15658.0,2011-06-02 15:22:00,5,1024.1000000000001,190,5,2,2,New customers
15659.0,2011-10-27 09:23:00,1,306.45,44,3,5,4,Regular customers
15660.0,2011-11-14 16:58:00,9,1600.86,25,2,1,2,Inactive customers
15661.0,2011-01-26 13:56:00,2,309.8,317,5,3,4,Regular customers
15663.0,2011-08-25 15:50:00,1,138.14,106,4,5,5,High-value customers
15664.0,2011-10-20 10:57:00,1,386.43,51,3,5,4,Regular customers
15665.0,2011-06-24 14:57:00,2,2242.01,168,4,3,1,Inactive customers
15667.0,2011-10-31 10:56:00,1,301.32,40,3,5,4,Regular customers
15668.0,2011-05-06 10:39:00,1,76.32000000000001,218,5,5,5,High-value customers
15669.0,2011-10-30 16:03:00,4,684.34,40,3,2,3,Inactive customers
15670.0,2011-02-16 10:50:00,1,173.05,297,5,5,5,High-value customers
15671.0,2011-11-21 12:43:00,7,2657.13,19,2,1,1,Inactive customers
15673.0,2011-09-12 16:12:00,4,2881.02,88,4,2,1,New customers
15674.0,2011-09-27 15:17:00,5,2446.6,73,4,2,1,New customers
15675.0,2011-09-19 13:48:00,3,323.69,81,4,3,4,Regular customers
15676.0,2011-11-21 12:40:00,3,3435.76,19,2,3,1,At-risk customers
15677.0,2011-10-21 15:36:00,1,657.23,49,3,5,3,Regular customers
15678.0,2011-10-18 09:25:00,1,352.7,53,3,5,4,Regular customers
15679.0,2011-11-15 16:19:00,4,781.28,24,2,2,3,At-risk customers
15680.0,2011-11-30 13:46:00,3,1333.68,9,1,3,2,At-risk customers
15681.0,2011-11-14 16:30:00,5,1426.16,25,2,2,2,At-risk customers
15683.0,2011-08-14 12:56:00,1,193.75,117,4,5,5,High-value customers
15687.0,2011-12-01 08:33:00,9,2993.1,9,1,1,1,Inactive customers
15689.0,2011-08-12 09:37:00,2,254.1,120,4,3,4,Regular customers
15690.0,2011-12-05 15:59:00,2,239.76,4,1,3,5,Regular customers
15691.0,2011-04-01 15:13:00,1,136.8,252,5,5,5,High-value customers
15692.0,2011-11-11 14:12:00,1,191.04,28,2,5,5,Regular customers
15694.0,2011-12-09 09:44:00,14,6479.4,1,1,1,1,Inactive customers
15695.0,2011-03-18 08:32:00,2,409.98,267,5,3,4,Regular customers
15696.0,2011-11-06 14:02:00,8,2736.46,33,3,1,1,Inactive customers
15699.0,2011-11-22 08:26:00,1,309.65,18,2,5,4,Regular customers
15700.0,2011-06-20 16:53:00,2,696.68,172,4,3,3,Regular customers
15701.0,2011-12-07 14:39:00,4,1542.14,2,1,2,2,At-risk customers
15703.0,2011-03-20 10:51:00,1,211.5,265,5,5,5,High-value customers
15704.0,2011-07-22 13:35:00,4,2293.62,140,4,2,1,New customers
15705.0,2011-05-22 15:37:00,1,143.1,201,5,5,5,High-value customers
15706.0,2011-10-07 10:09:00,4,1060.56,64,3,2,2,Inactive customers
15707.0,2011-11-04 14:35:00,4,945.58,35,3,2,2,Inactive customers
15708.0,2011-10-30 10:54:00,7,3364.2400000000002,41,3,1,1,Inactive customers
15709.0,2011-03-01 10:38:00,1,133.25,284,5,5,5,High-value customers
15712.0,2011-11-30 14:09:00,5,1072.3600000000001,9,1,2,2,At-risk customers
15713.0,2011-07-19 13:34:00,2,356.7,143,4,3,4,Regular customers
15714.0,2011-11-28 11:26:00,2,330.88,12,1,3,4,Regular customers
15716.0,2011-07-17 11:59:00,4,1118.81,146,4,2,2,New customers
15717.0,2011-04-19 13:21:00,1,150.3,234,5,5,5,High-value customers
15719.0,2011-11-07 12:29:00,13,5045.61,33,3,1,1,Inactive customers
15720.0,2011-11-15 14:48:00,1,598.73,24,2,5,3,Regular customers
15721.0,2011-11-28 12:14:00,1,507.08,12,1,5,3,Regular customers
15722.0,2011-11-04 11:43:00,5,2222.56,36,3,2,1,Inactive customers
15723.0,2010-12-10 11:12:00,1,203.1,365,5,5,5,High-value customers
15724.0,2011-05-22 14:40:00,2,218.25,201,5,3,5,Regular customers
15725.0,2011-11-24 14:51:00,1,415.25,15,2,5,4,Regular customers
15727.0,2011-11-23 12:36:00,7,5178.96,17,2,1,1,Inactive customers
15729.0,2011-05-11 12:36:00,1,85.0,213,5,5,5,High-value customers
15730.0,2011-10-05 12:31:00,3,1120.88,66,3,3,2,Inactive customers
15732.0,2011-05-11 14:24:00,2,294.12,212,5,3,4,Regular customers
15733.0,2011-03-02 09:05:00,1,162.3,283,5,5,5,High-value customers
15734.0,2011-08-17 10:50:00,2,1339.45,115,4,3,2,Inactive customers
15737.0,2011-11-25 11:21:00,8,1205.1200000000001,15,2,1,2,Inactive customers
15738.0,2011-11-21 08:26:00,16,4812.42,19,2,1,1,Inactive customers
15739.0,2011-10-04 13:42:00,1,449.12,66,3,5,4,Regular customers
15740.0,2011-10-21 14:29:00,1,154.88,49,3,5,5,Regular customers
15743.0,2011-11-23 17:19:00,4,784.46,16,2,2,3,At-risk customers
15744.0,2011-09-23 09:52:00,1,34.8,78,4,5,5,High-value customers
15745.0,2011-11-20 13:45:00,4,1094.59,19,2,2,2,At-risk customers
15746.0,2011-07-28 15:21:00,1,196.88,134,4,5,5,High-value customers
15747.0,2011-11-27 12:26:00,3,974.04,13,1,3,2,At-risk customers
15748.0,2011-10-30 12:51:00,1,149.31,40,3,5,5,Regular customers
15749.0,2011-04-18 13:20:00,3,44534.3,235,5,3,1,Inactive customers
15750.0,2011-12-07 12:34:00,8,2465.48,3,1,1,1,Inactive customers
15752.0,2011-10-31 11:37:00,7,2637.38,40,3,1,1,Inactive customers
15753.0,2011-02-08 12:41:00,1,79.2,305,5,5,5,High-value customers
15754.0,2011-10-19 14:40:00,3,458.57,51,3,3,4,Regular customers
15755.0,2011-11-29 14:57:00,6,2364.25,10,1,1,1,Inactive customers
15756.0,2011-10-09 13:30:00,4,532.96,61,3,2,3,Inactive customers
15757.0,2011-10-05 12:14:00,2,714.42,66,3,3,3,Regular customers
15758.0,2011-11-15 10:48:00,1,205.25,25,2,5,5,Regular customers
15759.0,2011-05-05 15:13:00,3,253.04,218,5,3,4,Regular customers
15762.0,2011-10-05 16:15:00,2,583.75,65,3,3,3,Regular customers
15763.0,2011-11-08 09:44:00,2,1086.92,32,2,3,2,At-risk customers
15764.0,2011-09-12 17:58:00,6,3279.97,88,4,1,1,New customers
15766.0,2011-10-06 17:03:00,1,315.06,64,3,5,4,Regular customers
15768.0,2011-08-16 10:48:00,3,621.8299999999999,116,4,3,3,Regular customers
15769.0,2011-12-02 13:52:00,26,56252.72,7,1,1,1,Inactive customers
15773.0,2011-12-04 12:48:00,1,635.6800000000001,6,1,5,3,Regular customers
15774.0,2011-10-02 12:04:00,1,270.8,69,3,5,4,Regular customers
15775.0,2011-04-08 12:56:00,1,104.9,245,5,5,5,High-value customers
15776.0,2011-07-29 13:46:00,1,241.62,133,4,5,5,High-value customers
15777.0,2011-04-12 16:43:00,4,1047.11,241,5,2,2,New customers
15780.0,2011-06-09 12:01:00,3,475.28000000000003,184,5,3,4,Regular customers
15781.0,2011-11-14 14:57:00,3,345.46,25,2,3,4,Regular customers
15782.0,2011-11-30 10:49:00,3,2614.7400000000002,10,1,3,1,At-risk customers
15783.0,2011-11-29 09:50:00,1,246.3,11,1,5,5,Regular customers
15785.0,2011-11-07 11:33:00,5,2328.9700000000003,33,3,2,1,Inactive customers
15786.0,2011-10-24 14:13:00,3,4932.2,46,3,3,1,Inactive customers
15787.0,2011-11-13 14:55:00,3,948.05,26,2,3,2,At-risk customers
15789.0,2010-12-16 14:35:00,1,351.3,358,5,5,4,High-value customers
15790.0,2011-11-29 14:53:00,1,220.85,10,1,5,5,Regular customers
15791.0,2011-10-27 10:14:00,2,1612.69,44,3,3,2,Inactive customers
15793.0,2011-11-25 09:31:00,3,965.61,15,2,3,2,At-risk customers
15795.0,2011-07-13 10:43:00,1,610.01,150,4,5,3,Loyal customers
15796.0,2011-12-08 19:55:00,8,2711.56,1,1,1,1,Inactive customers
15797.0,2011-08-18 17:04:00,4,2207.4,113,4,2,1,New customers
15799.0,2011-09-25 12:46:00,3,884.14,76,4,3,3,Regular customers
15800.0,2011-08-24 14:23:00,2,699.08,107,4,3,3,Regular customers
15801.0,2011-10-24 13:52:00,3,1063.95,46,3,3,2,Inactive customers
15802.0,2011-07-20 11:38:00,1,451.42,143,4,5,4,High-value customers
15803.0,2011-10-19 14:56:00,1,415.82000000000005,51,3,5,4,Regular customers
15804.0,2011-12-09 12:31:00,13,4206.39,1,1,1,1,Inactive customers
15805.0,2011-11-16 16:32:00,17,5528.4800000000005,23,2,1,1,Inactive customers
15806.0,2011-10-24 14:35:00,3,784.58,46,3,3,3,Regular customers
15807.0,2011-10-20 14:10:00,3,903.9,50,3,3,3,Regular customers
15808.0,2011-02-06 14:33:00,4,3734.9700000000003,306,5,2,1,New customers
15809.0,2011-11-03 16:40:00,5,515.77,36,3,2,3,Inactive customers
15810.0,2011-09-22 09:38:00,4,1391.98,79,4,2,2,New customers
15811.0,2011-11-17 15:31:00,6,2218.62,22,2,1,1,Inactive customers
15812.0,2011-08-24 14:19:00,5,1801.14,107,4,2,2,New customers
15813.0,2011-05-16 08:13:00,2,1303.9099999999999,208,5,3,2,Inactive customers
15814.0,2011-11-23 08:17:00,4,1945.33,17,2,2,2,At-risk customers
15815.0,2011-10-07 12:42:00,5,2100.6,64,3,2,1,Inactive customers
15819.0,2011-10-21 14:50:00,4,1905.45,49,3,2,2,Inactive customers
15820.0,2011-01-24 12:00:00,1,206.98,320,5,5,5,High-value customers
15821.0,2011-10-26 15:48:00,2,570.96,44,3,3,3,Regular customers
15822.0,2011-12-06 14:50:00,2,885.47,3,1,3,3,Regular customers
15823.0,2010-12-02 15:08:00,1,15.0,372,5,5,5,High-value customers
15825.0,2011-06-20 13:27:00,1,532.94,172,4,5,3,Loyal customers
15826.0,2011-10-14 16:05:00,3,1654.31,56,3,3,2,Inactive customers
15827.0,2011-09-27 15:35:00,14,1836.0900000000001,73,4,1,2,New customers
15829.0,2011-09-01 16:45:00,2,636.14,99,4,3,3,Regular customers
15830.0,2011-11-02 10:40:00,1,576.0,38,3,5,3,Regular customers
15831.0,2011-10-12 13:14:00,3,801.76,58,3,3,3,Regular customers
15832.0,2011-03-30 15:29:00,1,836.79,254,5,5,3,Loyal customers
15834.0,2011-09-30 14:41:00,4,2233.75,70,3,2,1,Inactive customers
15835.0,2011-10-26 15:47:00,4,954.09,44,3,2,2,Inactive customers
15836.0,2011-10-20 17:13:00,1,137.37,50,3,5,5,Regular customers
15837.0,2011-10-06 09:01:00,1,391.98,65,3,5,4,Regular customers
15838.0,2011-11-28 14:00:00,19,33643.08,11,1,1,1,Inactive customers
15839.0,2011-11-06 13:54:00,3,1048.49,33,3,3,2,Inactive customers
15840.0,2011-10-12 09:08:00,2,355.56,59,3,3,4,Regular customers
15841.0,2011-09-28 12:15:00,4,1224.06,73,4,2,2,New customers
15843.0,2011-02-09 10:19:00,1,118.95000000000002,304,5,5,5,High-value customers
15844.0,2011-10-24 15:19:00,1,130.73999999999998,46,3,5,5,Regular customers
15845.0,2011-11-22 09:42:00,8,3711.77,18,2,1,1,Inactive customers
15847.0,2011-11-01 14:41:00,2,389.27,38,3,3,4,Regular customers
15850.0,2011-11-20 14:14:00,2,238.85,19,2,3,5,Regular customers
15852.0,2011-06-06 11:22:00,2,160.71,187,5,3,5,Regular customers
15853.0,2011-10-19 10:38:00,1,110.8,52,3,5,5,Regular customers
15854.0,2011-12-05 13:39:00,12,2974.65,4,1,1,1,Inactive customers
15855.0,2011-07-26 10:20:00,5,712.24,137,4,2,3,New customers
15856.0,2011-12-05 17:09:00,27,16387.57,4,1,1,1,Inactive customers
15857.0,2011-11-21 12:18:00,1,297.0,19,2,5,4,Regular customers
15858.0,2011-11-24 12:48:00,5,1438.85,16,2,2,2,At-risk customers
15860.0,2011-10-30 11:25:00,8,977.21,41,3,1,2,Inactive customers
15861.0,2011-11-27 15:59:00,8,3165.36,12,1,1,1,Inactive customers
15862.0,2011-12-01 13:28:00,4,832.88,8,1,2,3,At-risk customers
15863.0,2011-11-14 12:49:00,2,68.84,26,2,3,5,Regular customers
15864.0,2011-11-17 13:32:00,6,1936.3200000000002,22,2,1,2,Inactive customers
15865.0,2011-10-30 12:43:00,3,895.13,41,3,3,3,Regular customers
15866.0,2011-08-30 14:09:00,1,230.53,101,4,5,5,High-value customers
15867.0,2011-12-04 13:32:00,15,3812.64,5,1,1,1,Inactive customers
15869.0,2011-03-07 17:23:00,2,149.64,277,5,3,5,Regular customers
15870.0,2011-11-07 10:58:00,1,354.09000000000003,33,3,5,4,Regular customers
15872.0,2011-11-25 11:55:00,2,360.93,15,2,3,4,Regular customers
