InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
554128,84563A,Damaged,-4,2011-05-23 09:26:00,0.0,Unknown,United Kingdom
554133,84596J,Unknown,-3,2011-05-23 09:46:00,0.0,Unknown,United Kingdom
554143,79030G,Damages,-413,2011-05-23 10:40:00,0.0,Unknown,United Kingdom
554144,79030D,Damages,-664,2011-05-23 10:42:00,0.0,Unknown,United Kingdom
554145,84313C,Unknown,-12,2011-05-23 10:43:00,0.0,Unknown,United Kingdom
554148,20966,Unknown,1,2011-05-23 10:53:00,0.0,Unknown,United Kingdom
554149,85185D,Unknown,1,2011-05-23 10:53:00,0.0,Unknown,United Kingdom
554267,84313C,Unknown,6,2011-05-23 12:56:00,0.0,Unknown,United Kingdom
554276,22966,Unknown,-58,2011-05-23 13:19:00,0.0,Unknown,United Kingdom
554287,22700,Smashed,-48,2011-05-23 14:17:00,0.0,Unknown,United Kingdom
554299,20975,Unknown,-39,2011-05-23 14:28:00,0.0,Unknown,United Kingdom
554311,84743C,Unknown,-16,2011-05-23 15:28:00,0.0,Unknown,United Kingdom
554312,84741C,Unknown,-2,2011-05-23 15:28:00,0.0,Unknown,United Kingdom
554313,21144,Unknown,-63,2011-05-23 15:28:00,0.0,Unknown,United Kingdom
554314,85195,Unknown,-13,2011-05-23 15:29:00,0.0,Unknown,United Kingdom
554316,21195,Unknown,-1,2011-05-23 15:29:00,0.0,Unknown,United Kingdom
554317,85198,Unknown,-11,2011-05-23 15:29:00,0.0,Unknown,United Kingdom
554318,84535A,Unknown,-65,2011-05-23 15:30:00,0.0,Unknown,United Kingdom
554319,47574B,Unknown,-13,2011-05-23 15:31:00,0.0,Unknown,United Kingdom
554320,16053,Unknown,-102,2011-05-23 15:32:00,0.0,Unknown,United Kingdom
554321,16244B,Unknown,-5,2011-05-23 15:32:00,0.0,Unknown,United Kingdom
554328,21609,Unknown,-46,2011-05-23 16:49:00,0.0,Unknown,United Kingdom
554352,22720,Unknown,4,2011-05-24 08:57:00,0.0,Unknown,United Kingdom
554360,22524,Unknown,-13,2011-05-24 09:59:00,0.0,Unknown,United Kingdom
554377,79164,Unknown,47,2011-05-24 11:34:00,0.0,Unknown,United Kingdom
554378,20975,Unknown,3,2011-05-24 11:35:00,0.0,Unknown,United Kingdom
554432,85132A,Damaged,-97,2011-05-24 12:16:00,0.0,Unknown,United Kingdom
554488,84913A,Unknown,-75,2011-05-24 13:35:00,0.0,Unknown,United Kingdom
554550,47566B,Incorrectly Credited C550456 See 47,1300,2011-05-25 09:57:00,0.0,Unknown,United Kingdom
554551,47566B,Reverse Previous Adjustment,-1300,2011-05-25 09:58:00,0.0,Unknown,United Kingdom
554553,47566B,Incorrectly Credited C550456 See 47,-1300,2011-05-25 09:59:00,0.0,Unknown,United Kingdom
554559,16151A,Unknown,-2,2011-05-25 10:28:00,0.0,Unknown,United Kingdom
554627,84746,Unknown,67,2011-05-25 11:26:00,0.0,Unknown,United Kingdom
554634,85214,Unknown,64,2011-05-25 11:44:00,0.0,Unknown,United Kingdom
554673,35653,Unknown,24,2011-05-25 16:01:00,0.0,Unknown,United Kingdom
554675,20903,Unknown,-33,2011-05-25 16:01:00,0.0,Unknown,United Kingdom
554676,71143,Unknown,-31,2011-05-25 16:03:00,0.0,Unknown,United Kingdom
554677,20664,Unknown,9,2011-05-25 16:03:00,0.0,Unknown,United Kingdom
554678,85086A,Unknown,-30,2011-05-25 16:03:00,0.0,Unknown,United Kingdom
554679,35916A,Unknown,-21,2011-05-25 16:04:00,0.0,Unknown,United Kingdom
554680,35916B,Unknown,-21,2011-05-25 16:04:00,0.0,Unknown,United Kingdom
554681,35916C,Unknown,-32,2011-05-25 16:04:00,0.0,Unknown,United Kingdom
554696,85016,Unknown,5,2011-05-25 17:14:00,0.0,Unknown,United Kingdom
554828,16049,Unknown,74,2011-05-26 15:21:00,0.0,Unknown,United Kingdom
554829,20801,Unknown,6,2011-05-26 15:22:00,0.0,Unknown,United Kingdom
554830,21904,Unknown,3,2011-05-26 15:22:00,0.0,Unknown,United Kingdom
554831,84906,Unknown,2,2011-05-26 15:22:00,0.0,Unknown,United Kingdom
554852,21272,?,-212,2011-05-27 09:24:00,0.0,Unknown,United Kingdom
554857,POST,Unknown,800,2011-05-27 10:08:00,0.0,Unknown,United Kingdom
554907,40003,Unknown,-11,2011-05-27 11:45:00,0.0,Unknown,United Kingdom
554928,21763,Unknown,-3,2011-05-27 13:03:00,0.0,Unknown,United Kingdom
554962,84691,Unknown,2,2011-05-27 15:24:00,0.0,Unknown,United Kingdom
555330,84804A,Wet Damaged,-125,2011-06-02 11:11:00,0.0,Unknown,United Kingdom
555331,84800L,Wet Damaged,-144,2011-06-02 11:11:00,0.0,Unknown,United Kingdom
555332,84801A,Wet Damaged,-48,2011-06-02 11:11:00,0.0,Unknown,United Kingdom
555333,84805B,Wet Damaged,-96,2011-06-02 11:12:00,0.0,Unknown,United Kingdom
555334,84805A,Wet Damaged,-96,2011-06-02 11:12:00,0.0,Unknown,United Kingdom
555335,84804B,Unknown,-96,2011-06-02 11:13:00,0.0,Unknown,United Kingdom
555387,22276,Unknown,-59,2011-06-02 15:30:00,0.0,Unknown,United Kingdom
555390,22501,Unknown,50,2011-06-02 16:29:00,0.0,Unknown,United Kingdom
555391,22501,Unknown,-10,2011-06-02 16:29:00,0.0,Unknown,United Kingdom
555402,22501,Unknown,10,2011-06-02 17:55:00,0.0,Unknown,United Kingdom
555469,84917,Unknown,1,2011-06-03 11:11:00,0.0,Unknown,United Kingdom
555503,84313C,Damaged,-1,2011-06-03 15:39:00,0.0,Unknown,United Kingdom
555505,79030G,Water Damaged,-16,2011-06-03 15:48:00,0.0,Unknown,United Kingdom
555506,21397,Damaged,-57,2011-06-03 16:03:00,0.0,Unknown,United Kingdom
555821,21399,Unknown,-116,2011-06-07 12:01:00,0.0,Unknown,United Kingdom
555822,35809A,Unknown,-13,2011-06-07 12:04:00,0.0,Unknown,United Kingdom
555823,47021G,Unknown,-52,2011-06-07 12:06:00,0.0,Unknown,United Kingdom
555824,21043,Unknown,-12,2011-06-07 12:06:00,0.0,Unknown,United Kingdom
555838,22966,Unknown,-6,2011-06-07 12:37:00,0.0,Unknown,United Kingdom
556012,15044B,Unknown,-27,2011-06-08 11:45:00,0.0,Unknown,United Kingdom
556013,21662,Unknown,-17,2011-06-08 11:46:00,0.0,Unknown,United Kingdom
556014,37476,Unknown,-3,2011-06-08 11:46:00,0.0,Unknown,United Kingdom
556015,37501,Unknown,-13,2011-06-08 11:50:00,0.0,Unknown,United Kingdom
556046,21890,Missing,-140,2011-06-08 12:56:00,0.0,Unknown,United Kingdom
556061,20906,Unknown,-21,2011-06-08 14:04:00,0.0,Unknown,United Kingdom
556069,84226,Unknown,-34,2011-06-08 14:41:00,0.0,Unknown,United Kingdom
556074,22519,Unknown,-19,2011-06-08 15:14:00,0.0,Unknown,United Kingdom
556122,85019C,Damaged,-108,2011-06-09 10:12:00,0.0,Unknown,United Kingdom
556123,22272,Damaged,-15,2011-06-09 10:13:00,0.0,Unknown,United Kingdom
556124,17007B,Unknown,-4,2011-06-09 10:14:00,0.0,Unknown,United Kingdom
556180,22502,Unknown,40,2011-06-09 11:29:00,0.0,Unknown,United Kingdom
556200,84796B,Unknown,17,2011-06-09 12:42:00,0.0,Unknown,United Kingdom
556231,85123A,?,4000,2011-06-09 15:04:00,0.0,Unknown,United Kingdom
556232,21135,Sold As Set On Dotcom,-304,2011-06-09 15:15:00,0.0,Unknown,United Kingdom
556233,21136,Sold As Set On Dotcom,-272,2011-06-09 15:20:00,0.0,Unknown,United Kingdom
556242,21700,Sold As Set On Dotcom And Amazon,-1206,2011-06-09 16:06:00,0.0,Unknown,United Kingdom
556260,37340,Sold As Set On Dotcom,-18,2011-06-09 18:02:00,0.0,Unknown,United Kingdom
556261,79051A,Sold As Set On Dotcom,-6,2011-06-09 18:03:00,0.0,Unknown,United Kingdom
556262,37327,Sold As Set On Dotcom,-95,2011-06-09 18:04:00,0.0,Unknown,United Kingdom
556286,16052,Unknown,-16,2011-06-10 09:22:00,0.0,Unknown,United Kingdom
556287,16043,Unknown,-45,2011-06-10 09:22:00,0.0,Unknown,United Kingdom
556289,20823,Unknown,-102,2011-06-10 09:23:00,0.0,Unknown,United Kingdom
556291,79164,Unknown,2,2011-06-10 09:24:00,0.0,Unknown,United Kingdom
556292,21472,Unknown,-1,2011-06-10 09:24:00,0.0,Unknown,United Kingdom
556299,21937,?,-161,2011-06-10 10:17:00,0.0,Unknown,United Kingdom
556300,20735,Unknown,-472,2011-06-10 10:18:00,0.0,Unknown,United Kingdom
556301,22968,Water Damage,-50,2011-06-10 10:18:00,0.0,Unknown,United Kingdom
556306,37479B,Sold As Set By Dotcom,-30,2011-06-10 10:38:00,0.0,Unknown,United Kingdom
556307,37479P,Sold As Set On Dotcom,-30,2011-06-10 10:39:00,0.0,Unknown,United Kingdom
556308,22130,Sold As Set On Dotcom,-390,2011-06-10 10:43:00,0.0,Unknown,United Kingdom
556309,22856,Sold As Set On Dotcom,-30,2011-06-10 10:44:00,0.0,Unknown,United Kingdom
556310,22944,Sold As Set On Dotcom,-42,2011-06-10 10:44:00,0.0,Unknown,United Kingdom
556311,37471,Sold As Set On Dotcom,-12,2011-06-10 10:45:00,0.0,Unknown,United Kingdom
556312,22924,Sold As Set On Dotcom,-30,2011-06-10 10:46:00,0.0,Unknown,United Kingdom
556313,22923,Sold As Set On Dotcom,-12,2011-06-10 10:46:00,0.0,Unknown,United Kingdom
556314,23155,Sold As Set On Dotcom,-84,2011-06-10 10:47:00,0.0,Unknown,United Kingdom
556315,22948,Sold As Set On Dotcom,-108,2011-06-10 10:47:00,0.0,Unknown,United Kingdom
556316,22128,Sold As Set On Dotcom,-24,2011-06-10 10:48:00,0.0,Unknown,United Kingdom
556317,22857,Sold As Set On Dotcom,-48,2011-06-10 10:48:00,0.0,Unknown,United Kingdom
556319,22945,Sold As Set On Dotcom,-618,2011-06-10 10:49:00,0.0,Unknown,United Kingdom
556320,22922,Sold As Set On Dotcom,-42,2011-06-10 10:50:00,0.0,Unknown,United Kingdom
556321,79163,Sold As Set On Dotcom,-24,2011-06-10 10:50:00,0.0,Unknown,United Kingdom
556322,22915,Sold As Set On Dotcom,-204,2011-06-10 10:51:00,0.0,Unknown,United Kingdom
556326,20731,Unknown,10,2011-06-10 11:21:00,0.0,Unknown,United Kingdom
556328,21027,Unknown,47,2011-06-10 11:23:00,0.0,Unknown,United Kingdom
556418,47021G,Unknown,288,2011-06-10 12:26:00,0.0,Unknown,United Kingdom
556430,22968,Unknown,19,2011-06-10 13:24:00,0.0,Unknown,United Kingdom
556438,37479B,Unknown,8,2011-06-10 14:36:00,0.0,Unknown,United Kingdom
556687,23003,Printing Smudges/thrown Away,-9058,2011-06-14 10:36:00,0.0,Unknown,United Kingdom
556690,23005,Printing Smudges/thrown Away,-9600,2011-06-14 10:37:00,0.0,Unknown,United Kingdom
556691,23005,Printing Smudges/thrown Away,-9600,2011-06-14 10:37:00,0.0,Unknown,United Kingdom
556884,22698,Unknown,-61,2011-06-15 12:27:00,0.0,Unknown,United Kingdom
556933,22783,Unknown,2,2011-06-15 15:42:00,0.0,Unknown,United Kingdom
556934,37479B,Unknown,1,2011-06-15 15:43:00,0.0,Unknown,United Kingdom
556939,46000M,Polyester Filler Pad 45x45cm,80,2011-06-15 16:34:00,0.0,Unknown,United Kingdom
556939,46000S,Polyester Filler Pad 40x40cm,160,2011-06-15 16:34:00,0.0,Unknown,United Kingdom
556943,84809A,Unknown,-126,2011-06-15 16:54:00,0.0,Unknown,United Kingdom
556944,84800L,Unknown,-29,2011-06-15 16:54:00,0.0,Unknown,United Kingdom
556945,21614,Unknown,3,2011-06-15 16:55:00,0.0,Unknown,United Kingdom
556946,37444A,Unknown,2,2011-06-15 16:55:00,0.0,Unknown,United Kingdom
556947,22444,Unknown,1,2011-06-15 16:55:00,0.0,Unknown,United Kingdom
556948,90104,Unknown,1,2011-06-15 16:56:00,0.0,Unknown,United Kingdom
556949,85185D,Unknown,1,2011-06-15 16:56:00,0.0,Unknown,United Kingdom
556950,84548,Unknown,1,2011-06-15 16:56:00,0.0,Unknown,United Kingdom
556951,20975,Unknown,2,2011-06-15 16:57:00,0.0,Unknown,United Kingdom
556952,21784,Unknown,1,2011-06-15 16:57:00,0.0,Unknown,United Kingdom
556955,gift_0001_20,To Push Order Througha S Stock Was,10,2011-06-16 09:04:00,0.0,Unknown,United Kingdom
556962,35965,Unknown,12,2011-06-16 09:40:00,0.0,Unknown,United Kingdom
556963,35965,Found Some More On Shelf,-9,2011-06-16 09:40:00,0.0,Unknown,United Kingdom
557025,22192,Unknown,-9,2011-06-16 13:09:00,0.0,Unknown,United Kingdom
557028,79071B,Unknown,-4,2011-06-16 13:25:00,0.0,Unknown,United Kingdom
557029,22480,Unknown,-24,2011-06-16 13:29:00,0.0,Unknown,United Kingdom
557030,21446,Unknown,-50,2011-06-16 13:30:00,0.0,Unknown,United Kingdom
557031,21447,Unknown,-65,2011-06-16 13:31:00,0.0,Unknown,United Kingdom
557035,82583,?,-220,2011-06-16 13:52:00,0.0,Unknown,United Kingdom
557036,20867,?,-271,2011-06-16 13:53:00,0.0,Unknown,United Kingdom
557108,23113,Damaged,-1440,2011-06-16 15:58:00,0.0,Unknown,United Kingdom
557137,85141,Unknown,3,2011-06-17 09:32:00,0.0,Unknown,United Kingdom
557138,21095,Unknown,2,2011-06-17 09:33:00,0.0,Unknown,United Kingdom
557139,35965,Unknown,2,2011-06-17 09:34:00,0.0,Unknown,United Kingdom
557390,21360,Show Samples,-4,2011-06-20 11:12:00,0.0,Unknown,United Kingdom
557412,35965,Unknown,5,2011-06-20 11:38:00,0.0,Unknown,United Kingdom
557415,21937,Unknown,12,2011-06-20 11:48:00,0.0,Unknown,United Kingdom
557417,84809B,Damaged,-324,2011-06-20 11:51:00,0.0,Unknown,United Kingdom
557486,22084,Unknown,44,2011-06-20 14:42:00,0.0,Unknown,United Kingdom
557491,85213,Unknown,66,2011-06-20 15:08:00,0.0,Unknown,United Kingdom
557596,23114,Damaged,-1440,2011-06-21 11:33:00,0.0,Unknown,United Kingdom
557597,23115,Damaged,-1440,2011-06-21 11:33:00,0.0,Unknown,United Kingdom
557599,23116,Damaged,-1440,2011-06-21 11:34:00,0.0,Unknown,United Kingdom
557600,23117,Damaged,-1440,2011-06-21 11:35:00,0.0,Unknown,United Kingdom
557613,21841,Unknown,80,2011-06-21 13:12:00,0.0,Unknown,United Kingdom
557756,22567,Unknown,-14,2011-06-22 13:18:00,0.0,Unknown,United Kingdom
557777,44265,Unknown,-5,2011-06-22 15:11:00,0.0,Unknown,United Kingdom
557778,21161,Unknown,-38,2011-06-22 15:11:00,0.0,Unknown,United Kingdom
557784,21421,Damaged,-5,2011-06-22 15:49:00,0.0,Unknown,United Kingdom
557806,84706D,Unknown,-5,2011-06-23 10:32:00,0.0,Unknown,United Kingdom
557847,84387A,Unknown,11,2011-06-23 10:49:00,0.0,Unknown,United Kingdom
557851,85130A,Unknown,-23,2011-06-23 10:57:00,0.0,Unknown,United Kingdom
558032,22443,Unknown,-7,2011-06-24 12:14:00,0.0,Unknown,United Kingdom
558033,84876B,Unknown,-59,2011-06-24 12:15:00,0.0,Unknown,United Kingdom
558034,20658,Unknown,-78,2011-06-24 12:17:00,0.0,Unknown,United Kingdom
558238,22722,Unknown,-21,2011-06-27 15:04:00,0.0,Unknown,United Kingdom
558244,84796B,Unknown,-2,2011-06-27 15:52:00,0.0,Unknown,United Kingdom
558245,22734,Found,8,2011-06-27 16:28:00,0.0,Unknown,United Kingdom
558268,21351,Damaged,-220,2011-06-28 10:17:00,0.0,Unknown,United Kingdom
558305,21027,Unknown,7,2011-06-28 10:59:00,0.0,Unknown,United Kingdom
558306,85232D,Mix Up With C,-118,2011-06-28 10:59:00,0.0,Unknown,United Kingdom
558307,22088,Unknown,-39,2011-06-28 11:02:00,0.0,Unknown,United Kingdom
558308,84576,Unknown,-10,2011-06-28 11:02:00,0.0,Unknown,United Kingdom
558309,85132B,Unknown,-42,2011-06-28 11:03:00,0.0,Unknown,United Kingdom
558318,85232A,Unknown,-14,2011-06-28 11:52:00,0.0,Unknown,United Kingdom
558340,22514,Childs Garden Spade Blue,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,85123A,White Hanging Heart T-light Holder,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22431,Watering Can Blue Elephant,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22430,Enamel Watering Can Cream,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22414,Doormat Neighbourhood Witch,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22385,Jumbo Bag Spaceboy Design,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22380,Toy Tidy Spaceboy,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22364,Glass Jar Digestive Biscuits,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22362,Glass Jar Peacock Bath Salts,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22357,Kings Choice Biscuit Tin,3,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22301,Coffee Mug Cat + Bird Design,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,21556,Ceramic Strawberry Money Box,2,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,21116,Owl Doorstop,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,85099F,Jumbo Bag Strawberry,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,85099B,Jumbo Bag Red Retrospot,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22627,Mint Kitchen Scales,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,84692,Box Of 24 Cocktail Parasols,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,48184,Doormat English Rose,3,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22692,Doormat Welcome To Our Home,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22684,French Blue Metal Door Sign 9,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22685,French Blue Metal Door Sign 0,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22683,French Blue Metal Door Sign 8,2,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22679,French Blue Metal Door Sign 4,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22678,French Blue Metal Door Sign 3,2,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22686,French Blue Metal Door Sign No,4,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22680,French Blue Metal Door Sign 5,4,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22676,French Blue Metal Door Sign 1,3,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22666,Recipe Box Pantry Yellow Design,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22665,Recipe Box Blue Sketchbook Design,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22649,Strawberry Fairy Cake Teapot,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22626,Black Kitchen Scales,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22526,Wheelbarrow For Children,1,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558340,22515,Childs Garden Spade Pink,3,2011-06-28 14:01:00,0.0,Unknown,United Kingdom
558342,20731,Unknown,1,2011-06-28 14:36:00,0.0,Unknown,United Kingdom
558343,84709B,Unknown,6,2011-06-28 14:44:00,0.0,Unknown,United Kingdom
558344,47013C,Unknown,4,2011-06-28 14:44:00,0.0,Unknown,United Kingdom
558345,21784,Unknown,6,2011-06-28 14:45:00,0.0,Unknown,United Kingdom
558346,35965,Unknown,3,2011-06-28 14:45:00,0.0,Unknown,United Kingdom
558369,21082,Found,3,2011-06-28 15:40:00,0.0,Unknown,United Kingdom
558377,37423,Unknown,-17,2011-06-28 16:24:00,0.0,Unknown,United Kingdom
558378,79161A,Unknown,-13,2011-06-28 16:27:00,0.0,Unknown,United Kingdom
558379,22618,"Mouldy, Unsaleable.",-1681,2011-06-28 16:34:00,0.0,Unknown,United Kingdom
558445,22034,Unknown,-18,2011-06-29 13:39:00,0.0,Unknown,United Kingdom
558446,22164,Unknown,-80,2011-06-29 13:40:00,0.0,Unknown,United Kingdom
558448,22163,Unknown,-90,2011-06-29 13:40:00,0.0,Unknown,United Kingdom
558449,21807,Unknown,-35,2011-06-29 13:40:00,0.0,Unknown,United Kingdom
558450,21145,Unknown,40,2011-06-29 13:41:00,0.0,Unknown,United Kingdom
558451,21817,Unknown,-80,2011-06-29 13:41:00,0.0,Unknown,United Kingdom
558457,21147,?,-95,2011-06-29 13:59:00,0.0,Unknown,United Kingdom
558464,35966,Unknown,-20,2011-06-29 15:17:00,0.0,Unknown,United Kingdom
558476,84597B,Damages,-6,2011-06-29 16:04:00,0.0,Unknown,United Kingdom
558477,84597C,Unknown,-1,2011-06-29 16:04:00,0.0,Unknown,United Kingdom
558520,21896,Unknown,-38,2011-06-30 10:25:00,0.0,Unknown,United Kingdom
558663,23574,Unknown,100,2011-07-01 10:44:00,0.0,Unknown,United Kingdom
558723,84865,Damaged,-7,2011-07-01 14:28:00,0.0,Unknown,United Kingdom
558724,35966,Unknown,14,2011-07-01 14:30:00,0.0,Unknown,United Kingdom
558725,84944,Found,37,2011-07-01 14:31:00,0.0,Unknown,United Kingdom
558728,20826,Unknown,-1,2011-07-01 14:50:00,0.0,Unknown,United Kingdom
558730,22060,Damaged,-1,2011-07-01 14:51:00,0.0,Unknown,United Kingdom
558732,47341A,Unknown,-1,2011-07-01 14:55:00,0.0,Unknown,United Kingdom
558741,37444C,Unknown,-1,2011-07-01 15:52:00,0.0,Unknown,United Kingdom
558742,62043B,Unknown,-1,2011-07-01 15:56:00,0.0,Unknown,United Kingdom
558743,35810B,Unknown,-4,2011-07-01 15:56:00,0.0,Unknown,United Kingdom
558889,84857B,Unknown,24,2011-07-04 15:32:00,0.0,Unknown,United Kingdom
558890,84857C,Unknown,-24,2011-07-04 15:34:00,0.0,Unknown,United Kingdom
558913,84548,Unknown,11,2011-07-05 09:32:00,0.0,Unknown,United Kingdom
558914,84686,Unknown,11,2011-07-05 09:32:00,0.0,Unknown,United Kingdom
558915,20716,Unknown,4,2011-07-05 09:33:00,0.0,Unknown,United Kingdom
559037,82583,Unknown,10,2011-07-05 15:29:00,0.0,Unknown,United Kingdom
559147,84944,Unknown,147,2011-07-06 14:32:00,0.0,Unknown,United Kingdom
559296,23001,Travel Card Wallet Dotcomgiftshop,200,2011-07-07 12:35:00,0.0,Unknown,United Kingdom
559296,22616,Pack Of 12 London Tissues,204,2011-07-07 12:35:00,0.0,Unknown,United Kingdom
559296,23298,Spotty Bunting,170,2011-07-07 12:35:00,0.0,Unknown,United Kingdom
559314,84584,?,-50,2011-07-07 13:51:00,0.0,Unknown,United Kingdom
559335,21147,Found,72,2011-07-07 15:57:00,0.0,Unknown,United Kingdom
559365,22451,Unknown,-3,2011-07-08 08:53:00,0.0,Unknown,United Kingdom
559373,16156S,Unknown,-110,2011-07-08 10:36:00,0.0,Unknown,United Kingdom
559374,22050,Unknown,-100,2011-07-08 10:37:00,0.0,Unknown,United Kingdom
559375,22051,?,-300,2011-07-08 10:37:00,0.0,Unknown,United Kingdom
559376,48116,Unknown,-35,2011-07-08 10:38:00,0.0,Unknown,United Kingdom
559377,23283,Unknown,17,2011-07-08 10:39:00,0.0,Unknown,United Kingdom
559378,21781,Damages?,-39,2011-07-08 10:40:00,0.0,Unknown,United Kingdom
559379,79337,Unknown,-8,2011-07-08 10:42:00,0.0,Unknown,United Kingdom
559390,21700,Unknown,-110,2011-07-08 10:46:00,0.0,Unknown,United Kingdom
559398,21169,Unknown,-70,2011-07-08 10:48:00,0.0,Unknown,United Kingdom
559402,21635,Unknown,-8,2011-07-08 10:49:00,0.0,Unknown,United Kingdom
559405,22863,Unknown,-7,2011-07-08 10:50:00,0.0,Unknown,United Kingdom
559410,84341B,Unknown,-179,2011-07-08 10:51:00,0.0,Unknown,United Kingdom
559414,22855,Unknown,-4,2011-07-08 10:52:00,0.0,Unknown,United Kingdom
559423,71143,Unknown,-14,2011-07-08 12:06:00,0.0,Unknown,United Kingdom
559503,21763,Unknown,1,2011-07-08 15:06:00,0.0,Unknown,United Kingdom
559602,84686,Unknown,23,2011-07-11 11:26:00,0.0,Unknown,United Kingdom
559603,79337,Unknown,1,2011-07-11 11:27:00,0.0,Unknown,United Kingdom
559604,22084,Unknown,3,2011-07-11 11:27:00,0.0,Unknown,United Kingdom
559655,21166,?,-124,2011-07-11 12:57:00,0.0,Unknown,United Kingdom
559792,21067,Unknown,-66,2011-07-12 12:31:00,0.0,Unknown,United Kingdom
559825,21067,Unknown,23,2011-07-12 17:41:00,0.0,Unknown,United Kingdom
559943,21578,?,-251,2011-07-14 10:21:00,0.0,Unknown,United Kingdom
559946,21578,Unknown,200,2011-07-14 10:26:00,0.0,Unknown,United Kingdom
560037,22242,Unknown,-34,2011-07-14 14:00:00,0.0,Unknown,United Kingdom
560039,20713,Wrongly Marked. 23343 In Box,-3100,2011-07-14 14:27:00,0.0,Unknown,United Kingdom
560040,23343,Came Coded As 20713,3100,2011-07-14 14:28:00,0.0,Unknown,United Kingdom
560091,44236,Unknown,-10,2011-07-14 17:03:00,0.0,Unknown,United Kingdom
560110,21673,Unknown,-40,2011-07-15 09:51:00,0.0,Unknown,United Kingdom
560111,84874B,Unknown,-3,2011-07-15 09:52:00,0.0,Unknown,United Kingdom
560112,21683,Unknown,-38,2011-07-15 09:52:00,0.0,Unknown,United Kingdom
560113,21865,Unknown,-40,2011-07-15 09:52:00,0.0,Unknown,United Kingdom
560114,75172,Unknown,-35,2011-07-15 09:53:00,0.0,Unknown,United Kingdom
560116,22084,Unknown,15,2011-07-15 10:09:00,0.0,Unknown,United Kingdom
560213,10123C,Unknown,-18,2011-07-15 15:05:00,0.0,Unknown,United Kingdom
560214,16162L,Unknown,-54,2011-07-15 15:07:00,0.0,Unknown,United Kingdom
560215,16162M,Unknown,-84,2011-07-15 15:08:00,0.0,Unknown,United Kingdom
560216,16162L,Unknown,30,2011-07-15 15:11:00,0.0,Unknown,United Kingdom
560218,16162M,Alan Hodge Cant Mamage This Section,30,2011-07-15 15:12:00,0.0,Unknown,United Kingdom
560283,22624,Ivory Kitchen Scales,12,2011-07-18 08:32:00,0.0,Unknown,EIRE
560283,23196,Vintage Leaf Magnetic Notepad,12,2011-07-18 08:32:00,0.0,Unknown,EIRE
560328,35968,Found,63,2011-07-18 11:00:00,0.0,Unknown,United Kingdom
560329,35965,Found,6,2011-07-18 11:07:00,0.0,Unknown,United Kingdom
560358,35965,Dotcom,26,2011-07-18 11:46:00,0.0,Unknown,United Kingdom
560388,21635,Unknown,1,2011-07-18 13:12:00,0.0,Unknown,United Kingdom
560389,37444A,Unknown,1,2011-07-18 13:13:00,0.0,Unknown,United Kingdom
560399,82583,Unknown,17,2011-07-18 14:18:00,0.0,Unknown,United Kingdom
560400,21069,Unknown,6,2011-07-18 14:19:00,0.0,Unknown,United Kingdom
560401,84925F,Unknown,15,2011-07-18 14:19:00,0.0,Unknown,United Kingdom
560402,21067,Unknown,2,2011-07-18 14:19:00,0.0,Unknown,United Kingdom
560403,21272,Unknown,17,2011-07-18 14:19:00,0.0,Unknown,United Kingdom
